country_id,next_week_hospitalizations
Cyprus 9/18/2020,22
Cyprus 9/19/2020,23
Cyprus 9/20/2020,23
Cyprus 9/21/2020,25
Cyprus 9/22/2020,25
Cyprus 9/23/2020,25
Cyprus 9/24/2020,26
Cyprus 9/25/2020,26
Cyprus 9/26/2020,26
Cyprus 9/27/2020,26
Cyprus 9/28/2020,28
Cyprus 9/29/2020,29
Cyprus 9/30/2020,29
Cyprus 10/1/2020,20
Cyprus 10/2/2020,20
Cyprus 10/3/2020,21
Cyprus 10/4/2020,21
Cyprus 11/30/2020,118
Cyprus 12/1/2020,161
Cyprus 12/2/2020,158
Cyprus 12/3/2020,157
Cyprus 12/4/2020,154
Cyprus 12/5/2020,154
Cyprus 12/6/2020,153
Cyprus 12/7/2020,175
Cyprus 12/8/2020,173
Cyprus 12/9/2020,172
Cyprus 12/10/2020,169
Cyprus 12/11/2020,168
Cyprus 12/12/2020,168
Cyprus 12/13/2020,167
Cyprus 12/14/2020,197
Cyprus 12/15/2020,196
Cyprus 12/16/2020,195
Cyprus 12/17/2020,193
Cyprus 12/18/2020,191
Cyprus 12/19/2020,190
Cyprus 12/20/2020,190
Cyprus 12/21/2020,209
Cyprus 12/22/2020,208
Cyprus 12/23/2020,209
Cyprus 12/24/2020,207
Cyprus 12/25/2020,206
Cyprus 12/26/2020,205
Cyprus 12/27/2020,205
Cyprus 3/1/2021,59
Cyprus 3/2/2021,56
Cyprus 3/3/2021,53
Cyprus 3/4/2021,50
Cyprus 3/5/2021,47
Cyprus 3/6/2021,45
Cyprus 3/7/2021,43
Cyprus 3/8/2021,40
Cyprus 3/9/2021,38
Cyprus 3/10/2021,37
Cyprus 3/11/2021,35
Cyprus 3/12/2021,34
Cyprus 3/13/2021,32
Cyprus 3/14/2021,30
Cyprus 3/15/2021,27
Cyprus 3/16/2021,26
Cyprus 3/17/2021,24
Cyprus 3/18/2021,22
Cyprus 3/19/2021,20
Cyprus 3/20/2021,18
Cyprus 3/21/2021,20
Cyprus 3/22/2021,20
Cyprus 3/23/2021,22
Cyprus 3/24/2021,23
Cyprus 3/25/2021,25
Cyprus 3/26/2021,27
Cyprus 3/27/2021,29
Cyprus 3/28/2021,31
Czechia 9/7/2020,610
Czechia 9/8/2020,611
Czechia 9/9/2020,617
Czechia 9/10/2020,621
Czechia 9/11/2020,636
Czechia 9/12/2020,628
Czechia 9/13/2020,638
Czechia 9/14/2020,820
Czechia 9/15/2020,832
Czechia 9/16/2020,843
Czechia 9/17/2020,874
Czechia 9/18/2020,887
Czechia 9/19/2020,885
Czechia 9/20/2020,895
Czechia 9/21/2020,1081
Czechia 9/22/2020,1091
Czechia 9/23/2020,1116
Czechia 9/24/2020,1136
Czechia 9/25/2020,1156
Czechia 9/26/2020,1151
Czechia 9/27/2020,1162
Czechia 9/28/2020,1479
Czechia 9/29/2020,1528
Czechia 9/30/2020,1550
Czechia 10/1/2020,1532
Czechia 10/2/2020,1558
Czechia 10/3/2020,1549
Czechia 10/4/2020,1574
Czechia 11/30/2020,3938
Czechia 12/1/2020,3820
Czechia 12/2/2020,3783
Czechia 12/3/2020,3767
Czechia 12/4/2020,3752
Czechia 12/5/2020,3622
Czechia 12/6/2020,3639
Czechia 12/7/2020,4061
Czechia 12/8/2020,4028
Czechia 12/9/2020,4049
Czechia 12/10/2020,4081
Czechia 12/11/2020,4075
Czechia 12/12/2020,3992
Czechia 12/13/2020,4033
Czechia 12/14/2020,4662
Czechia 12/15/2020,4654
Czechia 12/16/2020,4641
Czechia 12/17/2020,4663
Czechia 12/18/2020,4670
Czechia 12/19/2020,4554
Czechia 12/20/2020,4592
Czechia 12/21/2020,4877
Czechia 12/22/2020,4870
Czechia 12/23/2020,4886
Czechia 12/24/2020,4622
Czechia 12/25/2020,4652
Czechia 12/26/2020,4768
Czechia 12/27/2020,4907
Czechia 3/1/2021,8208
Czechia 3/2/2021,8304
Czechia 3/3/2021,8280
Czechia 3/4/2021,8287
Czechia 3/5/2021,8323
Czechia 3/6/2021,8159
Czechia 3/7/2021,8277
Czechia 3/8/2021,8072
Czechia 3/9/2021,8065
Czechia 3/10/2021,8081
Czechia 3/11/2021,8068
Czechia 3/12/2021,8057
Czechia 3/13/2021,7865
Czechia 3/14/2021,7976
Czechia 3/15/2021,7714
Czechia 3/16/2021,7653
Czechia 3/17/2021,7574
Czechia 3/18/2021,7480
Czechia 3/19/2021,7390
Czechia 3/20/2021,7122
Czechia 3/21/2021,7184
Czechia 3/22/2021,6566
Czechia 3/23/2021,6406
Czechia 3/24/2021,6255
Czechia 3/25/2021,6186
Czechia 3/26/2021,6130
Czechia 3/27/2021,5880
Czechia 3/28/2021,5909
Denmark 9/7/2020,27
Denmark 9/8/2020,27
Denmark 9/9/2020,28
Denmark 9/10/2020,28
Denmark 9/11/2020,28
Denmark 9/12/2020,29
Denmark 9/13/2020,29
Denmark 9/14/2020,34
Denmark 9/15/2020,36
Denmark 9/16/2020,37
Denmark 9/17/2020,40
Denmark 9/18/2020,41
Denmark 9/19/2020,43
Denmark 9/20/2020,45
Denmark 9/21/2020,56
Denmark 9/22/2020,58
Denmark 9/23/2020,59
Denmark 9/24/2020,62
Denmark 9/25/2020,64
Denmark 9/26/2020,65
Denmark 9/27/2020,67
Denmark 9/28/2020,74
Denmark 9/29/2020,75
Denmark 9/30/2020,77
Denmark 10/1/2020,53
Denmark 10/2/2020,51
Denmark 10/3/2020,50
Denmark 10/4/2020,49
Denmark 11/30/2020,394
Denmark 12/1/2020,456
Denmark 12/2/2020,455
Denmark 12/3/2020,453
Denmark 12/4/2020,454
Denmark 12/5/2020,449
Denmark 12/6/2020,450
Denmark 12/7/2020,631
Denmark 12/8/2020,637
Denmark 12/9/2020,636
Denmark 12/10/2020,635
Denmark 12/11/2020,639
Denmark 12/12/2020,641
Denmark 12/13/2020,646
Denmark 12/14/2020,830
Denmark 12/15/2020,834
Denmark 12/16/2020,847
Denmark 12/17/2020,854
Denmark 12/18/2020,870
Denmark 12/19/2020,882
Denmark 12/20/2020,900
Denmark 12/21/2020,871
Denmark 12/22/2020,877
Denmark 12/23/2020,878
Denmark 12/24/2020,882
Denmark 12/25/2020,885
Denmark 12/26/2020,901
Denmark 12/27/2020,915
Denmark 3/1/2021,295
Denmark 3/2/2021,288
Denmark 3/3/2021,284
Denmark 3/4/2021,280
Denmark 3/5/2021,277
Denmark 3/6/2021,273
Denmark 3/7/2021,270
Denmark 3/8/2021,260
Denmark 3/9/2021,256
Denmark 3/10/2021,252
Denmark 3/11/2021,248
Denmark 3/12/2021,245
Denmark 3/13/2021,241
Denmark 3/14/2021,238
Denmark 3/15/2021,224
Denmark 3/16/2021,220
Denmark 3/17/2021,216
Denmark 3/18/2021,213
Denmark 3/19/2021,209
Denmark 3/20/2021,205
Denmark 3/21/2021,201
Denmark 3/22/2021,196
Denmark 3/23/2021,194
Denmark 3/24/2021,190
Denmark 3/25/2021,187
Denmark 3/26/2021,183
Denmark 3/27/2021,180
Denmark 3/28/2021,181
Estonia 9/7/2020,20
Estonia 9/8/2020,20
Estonia 9/9/2020,21
Estonia 9/10/2020,21
Estonia 9/11/2020,21
Estonia 9/12/2020,22
Estonia 9/13/2020,22
Estonia 9/14/2020,24
Estonia 9/15/2020,24
Estonia 9/16/2020,24
Estonia 9/17/2020,25
Estonia 9/18/2020,25
Estonia 9/19/2020,25
Estonia 9/20/2020,26
Estonia 9/21/2020,27
Estonia 9/22/2020,28
Estonia 9/23/2020,28
Estonia 9/24/2020,28
Estonia 9/25/2020,29
Estonia 9/26/2020,29
Estonia 9/27/2020,29
Estonia 9/28/2020,31
Estonia 9/29/2020,32
Estonia 9/30/2020,32
Estonia 10/1/2020,23
Estonia 10/2/2020,23
Estonia 10/3/2020,24
Estonia 10/4/2020,24
Estonia 11/30/2020,232
Estonia 12/1/2020,308
Estonia 12/2/2020,306
Estonia 12/3/2020,303
Estonia 12/4/2020,303
Estonia 12/5/2020,303
Estonia 12/6/2020,302
Estonia 12/7/2020,369
Estonia 12/8/2020,367
Estonia 12/9/2020,364
Estonia 12/10/2020,369
Estonia 12/11/2020,367
Estonia 12/12/2020,369
Estonia 12/13/2020,374
Estonia 12/14/2020,426
Estonia 12/15/2020,427
Estonia 12/16/2020,428
Estonia 12/17/2020,428
Estonia 12/18/2020,430
Estonia 12/19/2020,435
Estonia 12/20/2020,446
Estonia 12/21/2020,520
Estonia 12/22/2020,525
Estonia 12/23/2020,524
Estonia 12/24/2020,529
Estonia 12/25/2020,537
Estonia 12/26/2020,539
Estonia 12/27/2020,545
Estonia 3/1/2021,276
Estonia 3/2/2021,271
Estonia 3/3/2021,268
Estonia 3/4/2021,265
Estonia 3/5/2021,261
Estonia 3/6/2021,259
Estonia 3/7/2021,257
Estonia 3/8/2021,256
Estonia 3/9/2021,253
Estonia 3/10/2021,253
Estonia 3/11/2021,255
Estonia 3/12/2021,256
Estonia 3/13/2021,257
Estonia 3/14/2021,259
Estonia 3/15/2021,252
Estonia 3/16/2021,251
Estonia 3/17/2021,252
Estonia 3/18/2021,252
Estonia 3/19/2021,248
Estonia 3/20/2021,250
Estonia 3/21/2021,251
Estonia 3/22/2021,254
Estonia 3/23/2021,254
Estonia 3/24/2021,253
Estonia 3/25/2021,253
Estonia 3/26/2021,250
Estonia 3/27/2021,253
Estonia 3/28/2021,255
Iceland 9/7/2020,19
Iceland 9/8/2020,19
Iceland 9/9/2020,20
Iceland 9/10/2020,20
Iceland 9/11/2020,20
Iceland 9/12/2020,21
Iceland 9/13/2020,21
Iceland 9/15/2020,23
Iceland 9/16/2020,23
Iceland 9/17/2020,23
Iceland 9/18/2020,24
Iceland 9/19/2020,24
Iceland 9/20/2020,24
Iceland 9/21/2020,26
Iceland 9/22/2020,26
Iceland 9/23/2020,27
Iceland 9/24/2020,27
Iceland 9/25/2020,27
Iceland 9/26/2020,27
Iceland 9/27/2020,28
Iceland 9/28/2020,30
Iceland 10/4/2020,22
Iceland 11/30/2020,45
Iceland 12/1/2020,44
Iceland 12/2/2020,43
Iceland 12/3/2020,43
Iceland 12/4/2020,43
Iceland 12/8/2020,45
Iceland 12/9/2020,45
Iceland 12/10/2020,45
Iceland 12/11/2020,44
Iceland 12/12/2020,44
Iceland 12/13/2020,44
Iceland 12/14/2020,47
Iceland 12/15/2020,47
Iceland 12/16/2020,46
Iceland 12/17/2020,46
Iceland 12/18/2020,46
Iceland 12/19/2020,46
Iceland 12/20/2020,45
Iceland 12/21/2020,48
Iceland 12/22/2020,48
Iceland 12/27/2020,49
Iceland 3/3/2021,-17
Iceland 3/7/2021,-25
Iceland 3/8/2021,-28
Iceland 3/9/2021,-30
Iceland 3/14/2021,-36
Iceland 3/18/2021,-36
Iceland 3/21/2021,-36
Iceland 3/25/2021,-36
Iceland 3/28/2021,-36
Ireland 9/7/2020,102
Ireland 9/8/2020,99
Ireland 9/9/2020,97
Ireland 9/10/2020,94
Ireland 9/11/2020,92
Ireland 9/12/2020,89
Ireland 9/13/2020,87
Ireland 9/14/2020,102
Ireland 9/15/2020,100
Ireland 9/16/2020,97
Ireland 9/17/2020,95
Ireland 9/18/2020,93
Ireland 9/19/2020,90
Ireland 9/20/2020,88
Ireland 9/21/2020,105
Ireland 9/22/2020,103
Ireland 9/23/2020,100
Ireland 9/24/2020,98
Ireland 9/25/2020,96
Ireland 9/26/2020,93
Ireland 9/27/2020,91
Ireland 9/28/2020,104
Ireland 9/29/2020,102
Ireland 9/30/2020,100
Ireland 10/1/2020,181
Ireland 10/2/2020,178
Ireland 10/3/2020,175
Ireland 10/4/2020,174
Ireland 11/30/2020,337
Ireland 12/1/2020,395
Ireland 12/2/2020,393
Ireland 12/3/2020,390
Ireland 12/4/2020,388
Ireland 12/5/2020,383
Ireland 12/6/2020,380
Ireland 12/7/2020,420
Ireland 12/8/2020,413
Ireland 12/9/2020,410
Ireland 12/10/2020,403
Ireland 12/11/2020,400
Ireland 12/12/2020,394
Ireland 12/13/2020,392
Ireland 12/14/2020,409
Ireland 12/15/2020,406
Ireland 12/16/2020,404
Ireland 12/17/2020,407
Ireland 12/18/2020,405
Ireland 12/19/2020,404
Ireland 12/20/2020,408
Ireland 12/21/2020,536
Ireland 12/22/2020,538
Ireland 12/23/2020,540
Ireland 12/24/2020,546
Ireland 12/25/2020,547
Ireland 12/26/2020,553
Ireland 12/27/2020,572
Ireland 3/1/2021,685
Ireland 3/2/2021,670
Ireland 3/3/2021,661
Ireland 3/4/2021,649
Ireland 3/5/2021,635
Ireland 3/6/2021,626
Ireland 3/7/2021,621
Ireland 3/8/2021,594
Ireland 3/9/2021,583
Ireland 3/10/2021,571
Ireland 3/11/2021,563
Ireland 3/12/2021,553
Ireland 3/13/2021,545
Ireland 3/14/2021,540
Ireland 3/15/2021,512
Ireland 3/16/2021,507
Ireland 3/17/2021,502
Ireland 3/18/2021,497
Ireland 3/19/2021,493
Ireland 3/20/2021,492
Ireland 3/21/2021,497
Ireland 3/22/2021,494
Ireland 3/23/2021,494
Ireland 3/24/2021,489
Ireland 3/25/2021,487
Ireland 3/26/2021,487
Ireland 3/27/2021,485
Ireland 3/28/2021,487
Italy 9/7/2020,1972
Italy 9/8/2020,1991
Italy 9/9/2020,2002
Italy 9/10/2020,2033
Italy 9/11/2020,2044
Italy 9/12/2020,2090
Italy 9/13/2020,2134
Italy 9/14/2020,2270
Italy 9/15/2020,2326
Italy 9/16/2020,2367
Italy 9/17/2020,2408
Italy 9/18/2020,2438
Italy 9/19/2020,2450
Italy 9/20/2020,2458
Italy 9/21/2020,2680
Italy 9/22/2020,2764
Italy 9/23/2020,2807
Italy 9/24/2020,2859
Italy 9/25/2020,2873
Italy 9/26/2020,2892
Italy 9/27/2020,2960
Italy 9/28/2020,4056
Italy 9/29/2020,4105
Italy 9/30/2020,4120
Italy 10/1/2020,3882
Italy 10/2/2020,3900
Italy 10/3/2020,3927
Italy 10/4/2020,3966
Italy 11/30/2020,32833
Italy 12/1/2020,32075
Italy 12/2/2020,31814
Italy 12/3/2020,31358
Italy 12/4/2020,30967
Italy 12/5/2020,30253
Italy 12/6/2020,30370
Italy 12/7/2020,29979
Italy 12/8/2020,29668
Italy 12/9/2020,29375
Italy 12/10/2020,28989
Italy 12/11/2020,28631
Italy 12/12/2020,28266
Italy 12/13/2020,28026
Italy 12/14/2020,26533
Italy 12/15/2020,26199
Italy 12/16/2020,25860
Italy 12/17/2020,25509
Italy 12/18/2020,25057
Italy 12/19/2020,24773
Italy 12/20/2020,24615
Italy 12/21/2020,25943
Italy 12/22/2020,25789
Italy 12/23/2020,25488
Italy 12/24/2020,25157
Italy 12/25/2020,24719
Italy 12/26/2020,24662
Italy 12/27/2020,24837
Italy 3/1/2021,21746
Italy 3/2/2021,22010
Italy 3/3/2021,22161
Italy 3/4/2021,22405
Italy 3/5/2021,22550
Italy 3/6/2021,22751
Italy 3/7/2021,23005
Italy 3/8/2021,23545
Italy 3/9/2021,23957
Italy 3/10/2021,24330
Italy 3/11/2021,24597
Italy 3/12/2021,24907
Italy 3/13/2021,25284
Italy 3/14/2021,25595
Italy 3/15/2021,26095
Italy 3/16/2021,26666
Italy 3/17/2021,26987
Italy 3/18/2021,27119
Italy 3/19/2021,27252
Italy 3/20/2021,27406
Italy 3/21/2021,27729
Italy 3/22/2021,27607
Italy 3/23/2021,27885
Italy 3/24/2021,27924
Italy 3/25/2021,27941
Italy 3/26/2021,27983
Italy 3/27/2021,28090
Italy 3/28/2021,28177
Lithuania 11/30/2020,2324
Lithuania 12/1/2020,2269
Lithuania 12/2/2020,2291
Lithuania 12/3/2020,2291
Lithuania 12/4/2020,2307
Lithuania 12/5/2020,2331
Lithuania 12/6/2020,2358
Lithuania 12/14/2020,2679
Lithuania 12/15/2020,2663
Lithuania 12/16/2020,2680
Lithuania 12/17/2020,2717
Lithuania 12/18/2020,2685
Lithuania 12/19/2020,2712
Lithuania 12/20/2020,2728
Lithuania 12/21/2020,2657
Lithuania 12/22/2020,2603
Lithuania 12/23/2020,2613
Lithuania 12/24/2020,2625
Lithuania 12/25/2020,2624
Lithuania 12/26/2020,2671
Lithuania 12/27/2020,2693
Lithuania 3/1/2021,627
Lithuania 3/2/2021,620
Lithuania 3/3/2021,615
Lithuania 3/4/2021,609
Lithuania 3/7/2021,612
Lithuania 3/8/2021,599
Lithuania 3/9/2021,595
Lithuania 3/10/2021,594
Lithuania 3/11/2021,597
Lithuania 3/12/2021,591
Lithuania 3/13/2021,596
Lithuania 3/14/2021,600
Lithuania 3/15/2021,583
Lithuania 3/16/2021,585
Lithuania 3/17/2021,584
Lithuania 3/18/2021,580
Lithuania 3/19/2021,577
Lithuania 3/20/2021,581
Lithuania 3/21/2021,586
Lithuania 3/22/2021,557
Lithuania 3/23/2021,554
Lithuania 3/24/2021,554
Lithuania 3/25/2021,558
Lithuania 3/26/2021,556
Lithuania 3/28/2021,564
Netherlands 9/7/2020,46
Netherlands 9/8/2020,46
Netherlands 9/9/2020,46
Netherlands 9/10/2020,47
Netherlands 9/11/2020,47
Netherlands 9/12/2020,47
Netherlands 9/13/2020,48
Netherlands 9/14/2020,42
Netherlands 9/15/2020,42
Netherlands 9/16/2020,43
Netherlands 9/17/2020,43
Netherlands 9/18/2020,44
Netherlands 9/19/2020,44
Netherlands 9/20/2020,45
Netherlands 9/21/2020,56
Netherlands 9/22/2020,58
Netherlands 9/23/2020,62
Netherlands 9/24/2020,65
Netherlands 9/25/2020,69
Netherlands 9/26/2020,70
Netherlands 9/27/2020,75
Netherlands 9/28/2020,149
Netherlands 9/29/2020,152
Netherlands 9/30/2020,154
Netherlands 10/1/2020,106
Netherlands 10/2/2020,109
Netherlands 10/3/2020,112
Netherlands 10/4/2020,117
Netherlands 11/30/2020,1172
Netherlands 12/1/2020,1117
Netherlands 12/2/2020,1098
Netherlands 12/3/2020,1101
Netherlands 12/4/2020,1106
Netherlands 12/5/2020,1101
Netherlands 12/6/2020,1114
Netherlands 12/7/2020,1788
Netherlands 12/8/2020,1804
Netherlands 12/9/2020,1800
Netherlands 12/10/2020,1793
Netherlands 12/11/2020,1805
Netherlands 12/12/2020,1818
Netherlands 12/13/2020,1829
Netherlands 12/14/2020,2834
Netherlands 12/15/2020,2855
Netherlands 12/16/2020,2859
Netherlands 12/17/2020,2869
Netherlands 12/18/2020,2876
Netherlands 12/19/2020,2884
Netherlands 12/20/2020,2894
Netherlands 12/21/2020,3186
Netherlands 12/22/2020,3233
Netherlands 12/23/2020,3227
Netherlands 12/24/2020,3238
Netherlands 12/25/2020,3236
Netherlands 12/26/2020,3247
Netherlands 12/27/2020,3271
Netherlands 3/1/2021,878
Netherlands 3/2/2021,884
Netherlands 3/3/2021,868
Netherlands 3/4/2021,859
Netherlands 3/5/2021,850
Netherlands 3/6/2021,833
Netherlands 3/7/2021,824
Netherlands 3/8/2021,816
Netherlands 3/9/2021,821
Netherlands 3/10/2021,807
Netherlands 3/11/2021,804
Netherlands 3/12/2021,797
Netherlands 3/13/2021,792
Netherlands 3/14/2021,799
Netherlands 3/15/2021,864
Netherlands 3/16/2021,859
Netherlands 3/17/2021,847
Netherlands 3/18/2021,848
Netherlands 3/19/2021,853
Netherlands 3/20/2021,844
Netherlands 3/21/2021,846
Netherlands 3/22/2021,995
Netherlands 3/23/2021,999
Netherlands 3/24/2021,994
Netherlands 3/25/2021,996
Netherlands 3/26/2021,1000
Netherlands 3/27/2021,998
Netherlands 3/28/2021,994
Norway 9/7/2020,27
Norway 9/8/2020,28
Norway 9/9/2020,28
Norway 9/10/2020,28
Norway 9/11/2020,29
Norway 9/14/2020,31
Norway 9/15/2020,31
Norway 9/16/2020,32
Norway 9/17/2020,32
Norway 9/18/2020,32
Norway 9/21/2020,35
Norway 9/22/2020,36
Norway 9/23/2020,36
Norway 9/24/2020,36
Norway 9/25/2020,37
Norway 9/28/2020,39
Norway 9/29/2020,39
Norway 9/30/2020,40
Norway 10/1/2020,31
Norway 10/2/2020,31
Norway 11/30/2020,130
Norway 12/1/2020,172
Norway 12/2/2020,170
Norway 12/3/2020,165
Norway 12/4/2020,166
Norway 12/5/2020,165
Norway 12/6/2020,163
Norway 12/7/2020,186
Norway 12/8/2020,182
Norway 12/9/2020,179
Norway 12/10/2020,178
Norway 12/11/2020,175
Norway 12/12/2020,172
Norway 12/13/2020,171
Norway 12/14/2020,209
Norway 12/15/2020,206
Norway 12/16/2020,205
Norway 12/17/2020,201
Norway 12/18/2020,200
Norway 12/19/2020,200
Norway 12/20/2020,199
Norway 12/21/2020,222
Norway 12/22/2020,219
Norway 12/23/2020,216
Norway 12/24/2020,214
Norway 12/25/2020,212
Norway 12/26/2020,210
Norway 12/27/2020,211
Norway 3/1/2021,74
Norway 3/2/2021,70
Norway 3/3/2021,67
Norway 3/4/2021,63
Norway 3/5/2021,60
Norway 3/6/2021,57
Norway 3/7/2021,54
Norway 3/8/2021,39
Norway 3/9/2021,36
Norway 3/10/2021,33
Norway 3/11/2021,29
Norway 3/12/2021,26
Norway 3/13/2021,24
Norway 3/14/2021,23
Norway 3/15/2021,19
Norway 3/16/2021,17
Norway 3/17/2021,15
Norway 3/18/2021,14
Norway 3/19/2021,12
Norway 3/20/2021,10
Norway 3/21/2021,9
Norway 3/22/2021,8
Norway 3/23/2021,6
Norway 3/24/2021,4
Norway 3/25/2021,2
Norway 3/26/2021,1
Norway 3/27/2021,0
Norway 3/28/2021,-2
Portugal 9/7/2020,470
Portugal 9/8/2020,471
Portugal 9/9/2020,468
Portugal 9/10/2020,469
Portugal 9/11/2020,467
Portugal 9/12/2020,471
Portugal 9/13/2020,472
Portugal 9/14/2020,509
Portugal 9/15/2020,507
Portugal 9/16/2020,506
Portugal 9/17/2020,503
Portugal 9/18/2020,498
Portugal 9/19/2020,502
Portugal 9/20/2020,503
Portugal 9/21/2020,536
Portugal 9/22/2020,539
Portugal 9/23/2020,542
Portugal 9/24/2020,543
Portugal 9/25/2020,548
Portugal 9/26/2020,544
Portugal 9/27/2020,546
Portugal 9/28/2020,601
Portugal 9/29/2020,599
Portugal 9/30/2020,598
Portugal 10/1/2020,727
Portugal 10/2/2020,724
Portugal 10/3/2020,716
Portugal 10/4/2020,716
Portugal 11/30/2020,3145
Portugal 12/1/2020,3109
Portugal 12/2/2020,3131
Portugal 12/3/2020,3129
Portugal 12/4/2020,3118
Portugal 12/5/2020,3097
Portugal 12/6/2020,3111
Portugal 12/7/2020,3210
Portugal 12/8/2020,3176
Portugal 12/9/2020,3200
Portugal 12/10/2020,3191
Portugal 12/11/2020,3167
Portugal 12/12/2020,3122
