country_id,next_week_hospitalizations
Cyprus 3/22/2021,177
Cyprus 3/23/2021,177
Cyprus 3/24/2021,187
Cyprus 3/25/2021,194
Cyprus 3/26/2021,183
Cyprus 3/27/2021,176
Cyprus 3/28/2021,167
Czechia 9/7/2020,532
Czechia 9/8/2020,569
Czechia 9/9/2020,553
Czechia 9/10/2020,578
Czechia 9/11/2020,587
Czechia 9/12/2020,612
Czechia 9/13/2020,567
Czechia 9/14/2020,800
Czechia 9/15/2020,832
Czechia 9/16/2020,891
Czechia 9/17/2020,981
Czechia 9/18/2020,1112
Czechia 9/19/2020,1076
Czechia 9/20/2020,1049
Czechia 9/21/2020,1204
Czechia 9/22/2020,1294
Czechia 9/23/2020,1319
Czechia 9/24/2020,1418
Czechia 9/25/2020,1438
Czechia 9/26/2020,1412
Czechia 9/27/2020,1373
Czechia 9/28/2020,1555
Czechia 9/29/2020,1621
Czechia 9/30/2020,1744
Czechia 10/1/2020,1825
Czechia 10/2/2020,1950
Czechia 10/3/2020,1850
Czechia 10/4/2020,1862
Czechia 11/30/2020,4294
Czechia 12/1/2020,4086
Czechia 12/2/2020,4319
Czechia 12/3/2020,4472
Czechia 12/4/2020,4256
Czechia 12/5/2020,3783
Czechia 12/6/2020,3782
Czechia 12/7/2020,4544
Czechia 12/8/2020,4367
Czechia 12/9/2020,4430
Czechia 12/10/2020,4750
Czechia 12/11/2020,4555
Czechia 12/12/2020,4191
Czechia 12/13/2020,4240
Czechia 12/14/2020,5105
Czechia 12/15/2020,5085
Czechia 12/16/2020,4958
Czechia 12/17/2020,5086
Czechia 12/18/2020,5003
Czechia 12/19/2020,4554
Czechia 12/20/2020,4520
Czechia 12/21/2020,5166
Czechia 12/22/2020,5139
Czechia 12/23/2020,5138
Czechia 12/24/2020,4735
Czechia 12/25/2020,4270
Czechia 12/26/2020,4657
Czechia 12/27/2020,4959
Czechia 3/1/2021,8894
Czechia 3/2/2021,9013
Czechia 3/3/2021,8965
Czechia 3/4/2021,9066
Czechia 3/5/2021,8655
Czechia 3/6/2021,7877
Czechia 3/7/2021,7944
Czechia 3/8/2021,8785
Czechia 3/9/2021,8639
Czechia 3/10/2021,8682
Czechia 3/11/2021,8988
Czechia 3/12/2021,8612
Czechia 3/13/2021,8062
Czechia 3/14/2021,8113
Czechia 3/15/2021,9107
Czechia 3/16/2021,9046
Czechia 3/17/2021,8836
Czechia 3/18/2021,8859
Czechia 3/19/2021,8208
Czechia 3/20/2021,7468
Czechia 3/21/2021,7457
Czechia 3/22/2021,8067
Czechia 3/23/2021,7831
Czechia 3/24/2021,7603
Czechia 3/25/2021,7823
Czechia 3/26/2021,7402
Czechia 3/27/2021,6881
Czechia 3/28/2021,7033
Denmark 9/7/2020,1
Denmark 9/8/2020,0
Denmark 9/9/2020,0
Denmark 9/10/2020,1
Denmark 9/11/2020,5
Denmark 9/12/2020,5
Denmark 9/13/2020,4
Denmark 9/14/2020,57
Denmark 9/15/2020,57
Denmark 9/16/2020,54
Denmark 9/17/2020,55
Denmark 9/18/2020,56
Denmark 9/19/2020,50
Denmark 9/20/2020,54
Denmark 9/21/2020,62
Denmark 9/22/2020,64
Denmark 9/23/2020,61
Denmark 9/24/2020,65
Denmark 9/25/2020,75
Denmark 9/26/2020,73
Denmark 9/27/2020,74
Denmark 9/28/2020,40
Denmark 9/29/2020,41
Denmark 9/30/2020,32
Denmark 10/1/2020,36
Denmark 10/2/2020,34
Denmark 10/3/2020,27
Denmark 10/4/2020,29
Denmark 11/30/2020,507
Denmark 12/1/2020,495
Denmark 12/2/2020,496
Denmark 12/3/2020,514
Denmark 12/4/2020,518
Denmark 12/5/2020,536
Denmark 12/6/2020,523
Denmark 12/7/2020,908
Denmark 12/8/2020,919
Denmark 12/9/2020,942
Denmark 12/10/2020,923
Denmark 12/11/2020,925
Denmark 12/12/2020,929
Denmark 12/13/2020,933
Denmark 12/14/2020,1130
Denmark 12/15/2020,1154
Denmark 12/16/2020,1166
Denmark 12/17/2020,1220
Denmark 12/18/2020,1244
Denmark 12/19/2020,1303
Denmark 12/20/2020,1329
Denmark 12/21/2020,1008
Denmark 12/22/2020,1029
Denmark 12/23/2020,1008
Denmark 12/24/2020,982
Denmark 12/25/2020,957
Denmark 12/26/2020,946
Denmark 12/27/2020,986
Denmark 3/1/2021,219
Denmark 3/2/2021,217
Denmark 3/3/2021,213
Denmark 3/4/2021,213
Denmark 3/5/2021,205
Denmark 3/6/2021,199
Denmark 3/7/2021,198
Denmark 3/8/2021,227
Denmark 3/9/2021,226
Denmark 3/10/2021,222
Denmark 3/11/2021,236
Denmark 3/12/2021,226
Denmark 3/13/2021,228
Denmark 3/14/2021,215
Denmark 3/15/2021,237
Denmark 3/16/2021,221
Denmark 3/17/2021,222
Denmark 3/18/2021,215
Denmark 3/19/2021,217
Denmark 3/20/2021,207
Denmark 3/21/2021,211
Denmark 3/22/2021,215
Denmark 3/23/2021,221
Denmark 3/24/2021,244
Denmark 3/25/2021,248
Denmark 3/26/2021,256
Denmark 3/27/2021,240
Denmark 3/28/2021,231
Estonia 9/7/2020,27
Estonia 9/8/2020,27
Estonia 9/9/2020,28
Estonia 9/10/2020,30
Estonia 9/11/2020,29
Estonia 9/12/2020,31
Estonia 9/13/2020,35
Estonia 9/14/2020,38
Estonia 9/15/2020,37
Estonia 9/16/2020,41
Estonia 9/17/2020,44
Estonia 9/18/2020,42
Estonia 9/19/2020,46
Estonia 9/20/2020,46
Estonia 9/21/2020,46
Estonia 9/22/2020,38
Estonia 9/23/2020,45
Estonia 9/24/2020,45
Estonia 9/25/2020,48
Estonia 9/26/2020,47
Estonia 9/27/2020,48
Estonia 9/28/2020,55
Estonia 9/29/2020,53
Estonia 9/30/2020,57
Estonia 10/1/2020,57
Estonia 10/2/2020,59
Estonia 10/3/2020,59
Estonia 10/4/2020,57
Estonia 11/30/2020,244
Estonia 12/1/2020,251
Estonia 12/2/2020,252
Estonia 12/3/2020,248
Estonia 12/4/2020,252
Estonia 12/5/2020,251
Estonia 12/6/2020,253
Estonia 12/7/2020,272
Estonia 12/8/2020,284
Estonia 12/9/2020,290
Estonia 12/10/2020,288
Estonia 12/11/2020,279
Estonia 12/12/2020,281
Estonia 12/13/2020,290
Estonia 12/14/2020,303
Estonia 12/15/2020,313
Estonia 12/16/2020,324
Estonia 12/17/2020,329
Estonia 12/18/2020,330
Estonia 12/19/2020,334
Estonia 12/20/2020,333
Estonia 12/21/2020,352
Estonia 12/22/2020,369
Estonia 12/23/2020,377
Estonia 12/24/2020,378
Estonia 12/25/2020,373
Estonia 12/26/2020,368
Estonia 12/27/2020,382
Estonia 3/1/2021,620
Estonia 3/2/2021,638
Estonia 3/3/2021,663
Estonia 3/4/2021,668
Estonia 3/5/2021,656
Estonia 3/6/2021,667
Estonia 3/7/2021,684
Estonia 3/8/2021,738
Estonia 3/9/2021,741
Estonia 3/10/2021,757
Estonia 3/11/2021,762
Estonia 3/12/2021,754
Estonia 3/13/2021,753
Estonia 3/14/2021,769
Estonia 3/15/2021,775
Estonia 3/16/2021,781
Estonia 3/17/2021,785
Estonia 3/18/2021,772
Estonia 3/19/2021,763
Estonia 3/20/2021,774
Estonia 3/21/2021,760
Estonia 3/22/2021,756
Estonia 3/23/2021,761
Estonia 3/24/2021,766
Estonia 3/25/2021,768
Estonia 3/26/2021,758
Estonia 3/27/2021,766
Estonia 3/28/2021,777
Iceland 9/7/2020,43
Iceland 9/8/2020,43
Iceland 9/9/2020,44
Iceland 9/10/2020,45
Iceland 9/11/2020,46
Iceland 9/12/2020,45
Iceland 9/13/2020,47
Iceland 9/15/2020,52
Iceland 9/16/2020,51
Iceland 9/17/2020,54
Iceland 9/18/2020,54
Iceland 9/19/2020,55
Iceland 9/20/2020,55
Iceland 9/21/2020,53
Iceland 9/22/2020,54
Iceland 9/23/2020,53
Iceland 9/24/2020,56
Iceland 9/25/2020,56
Iceland 9/26/2020,59
Iceland 9/27/2020,57
Iceland 9/28/2020,59
Iceland 10/4/2020,62
Iceland 11/30/2020,22
Iceland 12/1/2020,23
Iceland 12/2/2020,22
Iceland 12/3/2020,22
Iceland 12/4/2020,22
Iceland 12/8/2020,23
Iceland 12/9/2020,25
Iceland 12/10/2020,22
Iceland 12/11/2020,21
Iceland 12/12/2020,21
Iceland 12/13/2020,21
Iceland 12/14/2020,20
Iceland 12/15/2020,19
Iceland 12/16/2020,20
Iceland 12/17/2020,19
Iceland 12/18/2020,19
Iceland 12/19/2020,19
Iceland 12/20/2020,18
Iceland 12/21/2020,23
Iceland 12/22/2020,18
Iceland 12/27/2020,17
Iceland 3/3/2021,-1
Iceland 3/7/2021,0
Iceland 3/8/2021,2
Iceland 3/9/2021,3
Iceland 3/14/2021,7
Iceland 3/18/2021,8
Iceland 3/21/2021,8
Iceland 3/25/2021,12
Iceland 3/28/2021,19
Ireland 9/7/2020,45
Ireland 9/8/2020,42
Ireland 9/9/2020,42
Ireland 9/10/2020,42
Ireland 9/11/2020,49
Ireland 9/12/2020,49
Ireland 9/13/2020,49
Ireland 9/14/2020,66
Ireland 9/15/2020,79
Ireland 9/16/2020,71
Ireland 9/17/2020,82
Ireland 9/18/2020,91
Ireland 9/19/2020,72
Ireland 9/20/2020,83
Ireland 9/21/2020,123
Ireland 9/22/2020,128
Ireland 9/23/2020,117
Ireland 9/24/2020,116
Ireland 9/25/2020,132
Ireland 9/26/2020,131
Ireland 9/27/2020,137
Ireland 9/28/2020,151
Ireland 9/29/2020,156
Ireland 9/30/2020,161
Ireland 10/1/2020,158
Ireland 10/2/2020,145
Ireland 10/3/2020,143
Ireland 10/4/2020,172
Ireland 11/30/2020,277
Ireland 12/1/2020,197
Ireland 12/2/2020,197
Ireland 12/3/2020,235
Ireland 12/4/2020,251
Ireland 12/5/2020,239
Ireland 12/6/2020,230
Ireland 12/7/2020,239
Ireland 12/8/2020,212
Ireland 12/9/2020,210
Ireland 12/10/2020,202
Ireland 12/11/2020,203
Ireland 12/12/2020,189
Ireland 12/13/2020,201
Ireland 12/14/2020,235
Ireland 12/15/2020,229
Ireland 12/16/2020,230
Ireland 12/17/2020,258
Ireland 12/18/2020,252
Ireland 12/19/2020,239
Ireland 12/20/2020,281
Ireland 12/21/2020,354
Ireland 12/22/2020,356
Ireland 12/23/2020,349
Ireland 12/24/2020,383
Ireland 12/25/2020,379
Ireland 12/26/2020,394
Ireland 12/27/2020,509
Ireland 3/1/2021,515
Ireland 3/2/2021,446
Ireland 3/3/2021,456
Ireland 3/4/2021,434
Ireland 3/5/2021,372
Ireland 3/6/2021,376
Ireland 3/7/2021,441
Ireland 3/8/2021,470
Ireland 3/9/2021,455
Ireland 3/10/2021,416
Ireland 3/11/2021,407
Ireland 3/12/2021,399
Ireland 3/13/2021,405
Ireland 3/14/2021,468
Ireland 3/15/2021,497
Ireland 3/16/2021,494
Ireland 3/17/2021,495
Ireland 3/18/2021,495
Ireland 3/19/2021,471
Ireland 3/20/2021,456
Ireland 3/21/2021,542
Ireland 3/22/2021,528
Ireland 3/23/2021,510
Ireland 3/24/2021,454
Ireland 3/25/2021,410
Ireland 3/26/2021,436
Ireland 3/27/2021,416
Ireland 3/28/2021,464
Italy 9/7/2020,2172
Italy 9/8/2020,2170
Italy 9/9/2020,2149
Italy 9/10/2020,2245
Italy 9/11/2020,2218
Italy 9/12/2020,2360
Italy 9/13/2020,2463
Italy 9/14/2020,2462
Italy 9/15/2020,2585
Italy 9/16/2020,2604
Italy 9/17/2020,2658
Italy 9/18/2020,2648
Italy 9/19/2020,2575
Italy 9/20/2020,2510
Italy 9/21/2020,2468
Italy 9/22/2020,2600
Italy 9/23/2020,2661
Italy 9/24/2020,2730
Italy 9/25/2020,2710
Italy 9/26/2020,2669
Italy 9/27/2020,2795
Italy 9/28/2020,3772
Italy 9/29/2020,3865
Italy 9/30/2020,3877
Italy 10/1/2020,3918
Italy 10/2/2020,3912
Italy 10/3/2020,3903
Italy 10/4/2020,4000
Italy 11/30/2020,33748
Italy 12/1/2020,32943
Italy 12/2/2020,32724
Italy 12/3/2020,32108
Italy 12/4/2020,31248
Italy 12/5/2020,30239
Italy 12/6/2020,30946
Italy 12/7/2020,31636
Italy 12/8/2020,30995
Italy 12/9/2020,31593
Italy 12/10/2020,30991
Italy 12/11/2020,30393
Italy 12/12/2020,29855
Italy 12/13/2020,29699
Italy 12/14/2020,29098
Italy 12/15/2020,28646
Italy 12/16/2020,28167
Italy 12/17/2020,27987
Italy 12/18/2020,26885
Italy 12/19/2020,26306
Italy 12/20/2020,26589
Italy 12/21/2020,28372
Italy 12/22/2020,28471
Italy 12/23/2020,28212
Italy 12/24/2020,27848
Italy 12/25/2020,27027
Italy 12/26/2020,26818
Italy 12/27/2020,27454
Italy 3/1/2021,24601
Italy 3/2/2021,25120
Italy 3/3/2021,25323
Italy 3/4/2021,25770
Italy 3/5/2021,25882
Italy 3/6/2021,25857
Italy 3/7/2021,26328
Italy 3/8/2021,27085
Italy 3/9/2021,27628
Italy 3/10/2021,27890
Italy 3/11/2021,28189
Italy 3/12/2021,28174
Italy 3/13/2021,28448
Italy 3/14/2021,28551
Italy 3/15/2021,29382
Italy 3/16/2021,30192
Italy 3/17/2021,30348
Italy 3/18/2021,30445
Italy 3/19/2021,30168
Italy 3/20/2021,29771
Italy 3/21/2021,29874
Italy 3/22/2021,29985
Italy 3/23/2021,30324
Italy 3/24/2021,30308
Italy 3/25/2021,30122
Italy 3/26/2021,30031
Italy 3/27/2021,29990
Italy 3/28/2021,30123
Lithuania 11/30/2020,2497
Lithuania 12/1/2020,2596
Lithuania 12/2/2020,2935
Lithuania 12/3/2020,2312
Lithuania 12/4/2020,2057
Lithuania 12/5/2020,2175
Lithuania 12/6/2020,2206
Lithuania 12/14/2020,2106
Lithuania 12/15/2020,1824
Lithuania 12/16/2020,2125
Lithuania 12/17/2020,2485
Lithuania 12/18/2020,1703
Lithuania 12/19/2020,1725
Lithuania 12/20/2020,2165
Lithuania 12/21/2020,2056
Lithuania 12/22/2020,1923
Lithuania 12/23/2020,1837
Lithuania 12/24/2020,1875
Lithuania 12/25/2020,1843
Lithuania 12/26/2020,2057
Lithuania 12/27/2020,2237
Lithuania 3/1/2021,902
Lithuania 3/2/2021,970
Lithuania 3/3/2021,893
Lithuania 3/4/2021,864
Lithuania 3/7/2021,835
Lithuania 3/8/2021,828
Lithuania 3/9/2021,853
Lithuania 3/10/2021,842
Lithuania 3/11/2021,786
Lithuania 3/12/2021,828
Lithuania 3/13/2021,809
Lithuania 3/14/2021,764
Lithuania 3/15/2021,763
Lithuania 3/16/2021,839
Lithuania 3/17/2021,821
Lithuania 3/18/2021,836
Lithuania 3/19/2021,838
Lithuania 3/20/2021,779
Lithuania 3/21/2021,757
Lithuania 3/22/2021,800
Lithuania 3/23/2021,829
Lithuania 3/24/2021,810
Lithuania 3/25/2021,768
Lithuania 3/26/2021,769
Lithuania 3/28/2021,771
Netherlands 9/7/2020,142
Netherlands 9/8/2020,149
Netherlands 9/9/2020,157
Netherlands 9/10/2020,162
Netherlands 9/11/2020,171
Netherlands 9/12/2020,176
Netherlands 9/13/2020,181
Netherlands 9/14/2020,231
Netherlands 9/15/2020,235
Netherlands 9/16/2020,255
Netherlands 9/17/2020,253
Netherlands 9/18/2020,270
Netherlands 9/19/2020,267
Netherlands 9/20/2020,293
Netherlands 9/21/2020,571
Netherlands 9/22/2020,614
Netherlands 9/23/2020,596
Netherlands 9/24/2020,638
Netherlands 9/25/2020,627
Netherlands 9/26/2020,669
Netherlands 9/27/2020,645
Netherlands 9/28/2020,866
Netherlands 9/29/2020,862
Netherlands 9/30/2020,893
Netherlands 10/1/2020,889
Netherlands 10/2/2020,883
Netherlands 10/3/2020,895
Netherlands 10/4/2020,884
Netherlands 11/30/2020,1424
Netherlands 12/1/2020,1421
Netherlands 12/2/2020,1417
Netherlands 12/3/2020,1422
Netherlands 12/4/2020,1419
Netherlands 12/5/2020,1410
Netherlands 12/6/2020,1427
Netherlands 12/7/2020,1718
Netherlands 12/8/2020,1704
Netherlands 12/9/2020,1719
Netherlands 12/10/2020,1699
Netherlands 12/11/2020,1704
Netherlands 12/12/2020,1687
Netherlands 12/13/2020,1686
Netherlands 12/14/2020,2052
Netherlands 12/15/2020,2080
Netherlands 12/16/2020,2061
Netherlands 12/17/2020,2076
Netherlands 12/18/2020,2075
Netherlands 12/19/2020,2061
Netherlands 12/20/2020,2066
Netherlands 12/21/2020,2115
Netherlands 12/22/2020,2203
Netherlands 12/23/2020,2173
Netherlands 12/24/2020,2150
Netherlands 12/25/2020,2176
Netherlands 12/26/2020,2127
Netherlands 12/27/2020,2195
Netherlands 3/1/2021,1517
Netherlands 3/2/2021,1524
Netherlands 3/3/2021,1551
Netherlands 3/4/2021,1544
Netherlands 3/5/2021,1555
Netherlands 3/6/2021,1509
Netherlands 3/7/2021,1503
Netherlands 3/8/2021,1562
Netherlands 3/9/2021,1562
Netherlands 3/10/2021,1581
Netherlands 3/11/2021,1578
Netherlands 3/12/2021,1603
Netherlands 3/13/2021,1573
Netherlands 3/14/2021,1592
Netherlands 3/15/2021,1711
Netherlands 3/16/2021,1735
Netherlands 3/17/2021,1727
Netherlands 3/18/2021,1729
Netherlands 3/19/2021,1720
Netherlands 3/20/2021,1717
Netherlands 3/21/2021,1711
Netherlands 3/22/2021,1831
Netherlands 3/23/2021,1845
Netherlands 3/24/2021,1840
Netherlands 3/25/2021,1861
Netherlands 3/26/2021,1852
Netherlands 3/27/2021,1847
Netherlands 3/28/2021,1854
Norway 9/7/2020,32
Norway 9/8/2020,32
Norway 9/9/2020,32
Norway 9/10/2020,31
Norway 9/11/2020,32
Norway 9/14/2020,39
Norway 9/15/2020,41
Norway 9/16/2020,43
Norway 9/17/2020,44
Norway 9/18/2020,44
Norway 9/21/2020,52
Norway 9/22/2020,53
Norway 9/23/2020,52
Norway 9/24/2020,56
Norway 9/25/2020,54
Norway 9/28/2020,48
Norway 9/29/2020,49
Norway 9/30/2020,50
Norway 10/1/2020,52
Norway 10/2/2020,53
Norway 11/30/2020,92
Norway 12/1/2020,100
Norway 12/2/2020,101
Norway 12/3/2020,97
Norway 12/4/2020,98
Norway 12/5/2020,103
Norway 12/6/2020,105
Norway 12/7/2020,108
Norway 12/8/2020,109
Norway 12/9/2020,108
Norway 12/10/2020,105
Norway 12/11/2020,103
Norway 12/12/2020,98
Norway 12/13/2020,90
Norway 12/14/2020,104
Norway 12/15/2020,109
Norway 12/16/2020,109
Norway 12/17/2020,99
Norway 12/18/2020,101
Norway 12/19/2020,106
Norway 12/20/2020,107
Norway 12/21/2020,119
Norway 12/22/2020,118
Norway 12/23/2020,115
Norway 12/24/2020,115
Norway 12/25/2020,107
Norway 12/26/2020,100
Norway 12/27/2020,102
Norway 3/1/2021,95
Norway 3/2/2021,100
Norway 3/3/2021,99
Norway 3/4/2021,100
Norway 3/5/2021,105
Norway 3/6/2021,113
Norway 3/7/2021,122
Norway 3/8/2021,110
Norway 3/9/2021,121
Norway 3/10/2021,134
Norway 3/11/2021,141
Norway 3/12/2021,144
Norway 3/13/2021,144
Norway 3/14/2021,148
Norway 3/15/2021,182
Norway 3/16/2021,211
Norway 3/17/2021,224
Norway 3/18/2021,236
Norway 3/19/2021,230
Norway 3/20/2021,240
Norway 3/21/2021,231
Norway 3/22/2021,239
Norway 3/23/2021,257
Norway 3/24/2021,270
Norway 3/25/2021,286
Norway 3/26/2021,261
Norway 3/27/2021,271
Norway 3/28/2021,260
Portugal 9/7/2020,504
Portugal 9/8/2020,529
Portugal 9/9/2020,517
Portugal 9/10/2020,533
Portugal 9/11/2020,537
Portugal 9/12/2020,549
Portugal 9/13/2020,582
Portugal 9/14/2020,623
Portugal 9/15/2020,638
Portugal 9/16/2020,614
Portugal 9/17/2020,611
Portugal 9/18/2020,585
Portugal 9/19/2020,596
Portugal 9/20/2020,620
Portugal 9/21/2020,641
Portugal 9/22/2020,670
Portugal 9/23/2020,699
Portugal 9/24/2020,717
Portugal 9/25/2020,749
Portugal 9/26/2020,753
Portugal 9/27/2020,746
Portugal 9/28/2020,801
Portugal 9/29/2020,789
Portugal 9/30/2020,791
Portugal 10/1/2020,787
Portugal 10/2/2020,771
Portugal 10/3/2020,756
Portugal 10/4/2020,754
Portugal 11/30/2020,3152
Portugal 12/1/2020,3093
Portugal 12/2/2020,3109
Portugal 12/3/2020,3167
Portugal 12/4/2020,3090
Portugal 12/5/2020,3035
Portugal 12/6/2020,3041
Portugal 12/7/2020,3192
Portugal 12/8/2020,3136
Portugal 12/9/2020,3135
